Running: rez env usd-24.08 -- usdrecord --camera /root/camera01/GEO/renderCam_hrc/renderCam_buffer/renderCam_srt/renderCam --renderer "Prman" --purposes render   scenes/ALab/ALab/entry.usda "renderers/Prman/entry.jpg"
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_microphone01/render_high/texture/look_surfacing_electronics_ham_microphone01_render_high_texture/electronics_ham_microphone01_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf04/electronics_ham_microphone01_0002/proto_head1_M_geo_id0 Shader: /__Prototype_11/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_microphone01/render_high/texture/look_surfacing_electronics_ham_microphone01_render_high_texture/electronics_ham_microphone01_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf04/electronics_ham_microphone01_0002/proto_head1_M_geo_id0 Shader: /__Prototype_11/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_microphone01/render_high/texture/look_surfacing_electronics_ham_microphone01_render_high_texture/electronics_ham_microphone01_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf04/electronics_ham_microphone01_0002/proto_head1_M_geo_id0 Shader: /__Prototype_11/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_microphone01/render_high/texture/look_surfacing_electronics_ham_microphone01_render_high_texture/electronics_ham_microphone01_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf04/electronics_ham_microphone01_0002/proto_head1_M_geo_id0 Shader: /__Prototype_11/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_suitcase02/render_high/texture/look_surfacing_decor_suitcase02_render_high_texture/decor_suitcase02_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_electronics01_0001/bench01/shelf02/decor_suitcase02_0001/proto_leatherMainMid_M_geo_id4 Shader: /__Prototype_312/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/construction_cinder_block01/render_high/texture/look_surfacing_construction_cinder_block01_render_high_texture/construction_cinder_block01_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/floor_dressing01/construction_cinder_block01_0003/proto_cinderBlock01_M_geo_id0 Shader: /__Prototype_96/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/construction_cinder_block01/render_high/texture/look_surfacing_construction_cinder_block01_render_high_texture/construction_cinder_block01_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/floor_dressing01/construction_cinder_block01_0003/proto_cinderBlock01_M_geo_id0 Shader: /__Prototype_96/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/construction_cinder_block01/render_high/texture/look_surfacing_construction_cinder_block01_render_high_texture/construction_cinder_block01_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/floor_dressing01/construction_cinder_block01_0003/proto_cinderBlock01_M_geo_id0 Shader: /__Prototype_96/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/construction_cinder_block01/render_high/texture/look_surfacing_construction_cinder_block01_render_high_texture/construction_cinder_block01_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/floor_dressing01/construction_cinder_block01_0003/proto_cinderBlock01_M_geo_id0 Shader: /__Prototype_96/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_suitcase03/render_high/texture/look_surfacing_decor_suitcase03_render_high_texture/decor_suitcase03_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf10/decor_suitcase03_0001/proto_leatherMainMid_M_geo_id2 Shader: /__Prototype_381/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_suitcase03/render_high/texture/look_surfacing_decor_suitcase03_render_high_texture/decor_suitcase03_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf10/decor_suitcase03_0001/proto_leatherMainMid_M_geo_id2 Shader: /__Prototype_381/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_suitcase03/render_high/texture/look_surfacing_decor_suitcase03_render_high_texture/decor_suitcase03_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf10/decor_suitcase03_0001/proto_leatherMainMid_M_geo_id2 Shader: /__Prototype_381/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_suitcase03/render_high/texture/look_surfacing_decor_suitcase03_render_high_texture/decor_suitcase03_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf10/decor_suitcase03_0001/proto_leatherMainMid_M_geo_id2 Shader: /__Prototype_381/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_equipment04/render_high/texture/look_surfacing_electronics_ham_equipment04_render_high_texture/electronics_ham_equipment04_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/bench01/shelf01/electronics_ham_equipment04_0001/proto_externalPanel_M_geo_id1 Shader: /__Prototype_376/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_equipment04/render_high/texture/look_surfacing_electronics_ham_equipment04_render_high_texture/electronics_ham_equipment04_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/bench01/shelf01/electronics_ham_equipment04_0001/proto_externalPanel_M_geo_id1 Shader: /__Prototype_376/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_equipment04/render_high/texture/look_surfacing_electronics_ham_equipment04_render_high_texture/electronics_ham_equipment04_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/bench01/shelf01/electronics_ham_equipment04_0001/proto_externalPanel_M_geo_id1 Shader: /__Prototype_376/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/tool_board01/render_high/texture/look_surfacing_tool_board01_render_high_texture/tool_board01_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/tool_board01/tool_board01_0001/proto_toolBoard01_M_geo_id0 Shader: /__Prototype_344/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_ham_equipment04/render_high/texture/look_surfacing_electronics_ham_equipment04_render_high_texture/electronics_ham_equipment04_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/bench01/shelf01/electronics_ham_equipment04_0001/proto_externalPanel_M_geo_id1 Shader: /__Prototype_376/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_cstand_clamp01/render_high/texture/look_surfacing_decor_cstand_clamp01_render_high_texture/decor_cstand_clamp01_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/camera01/decor_cstand_clamp01_0001/proto_verticalBar03_M_geo_id5 Shader: /__Prototype_110/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/tool_board01/render_high/texture/look_surfacing_tool_board01_render_high_texture/tool_board01_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/tool_board01/tool_board01_0001/proto_toolBoard01_M_geo_id0 Shader: /__Prototype_344/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/tool_board01/render_high/texture/look_surfacing_tool_board01_render_high_texture/tool_board01_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/tool_board01/tool_board01_0001/proto_toolBoard01_M_geo_id0 Shader: /__Prototype_344/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_cstand_clamp01/render_high/texture/look_surfacing_decor_cstand_clamp01_render_high_texture/decor_cstand_clamp01_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/camera01/decor_cstand_clamp01_0001/proto_verticalBar03_M_geo_id5 Shader: /__Prototype_110/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/tool_board01/render_high/texture/look_surfacing_tool_board01_render_high_texture/tool_board01_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_electronics01_0001/tool_board01/tool_board01_0001/proto_toolBoard01_M_geo_id0 Shader: /__Prototype_344/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_cstand_clamp01/render_high/texture/look_surfacing_decor_cstand_clamp01_render_high_texture/decor_cstand_clamp01_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/camera01/decor_cstand_clamp01_0001/proto_verticalBar03_M_geo_id5 Shader: /__Prototype_110/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_cstand_clamp01/render_high/texture/look_surfacing_decor_cstand_clamp01_render_high_texture/decor_cstand_clamp01_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/camera01/decor_cstand_clamp01_0001/proto_verticalBar03_M_geo_id5 Shader: /__Prototype_110/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/books_magazines01/render_high/texture/look_surfacing_books_magazines01_render_high_texture/books_magazines01_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf03/books_magazines01_0003/proto_magazineCover05_M_geo_id2 Shader: /__Prototype_327/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/books_magazines01/render_high/texture/look_surfacing_books_magazines01_render_high_texture/books_magazines01_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf03/books_magazines01_0003/proto_magazineCover05_M_geo_id2 Shader: /__Prototype_327/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/proc_dev_circuit_diode02/render_high/texture/look_surfacing_proc_dev_circuit_diode02_render_high_texture/proc_dev_circuit_diode02_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf01/proc_dev_circuit_diode02_0008/proto_diode01_M_geo_id0 Shader: /__Prototype_125/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/books_magazines01/render_high/texture/look_surfacing_books_magazines01_render_high_texture/books_magazines01_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf03/books_magazines01_0003/proto_magazineCover05_M_geo_id2 Shader: /__Prototype_327/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/proc_dev_circuit_diode02/render_high/texture/look_surfacing_proc_dev_circuit_diode02_render_high_texture/proc_dev_circuit_diode02_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf01/proc_dev_circuit_diode02_0008/proto_diode01_M_geo_id0 Shader: /__Prototype_125/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/books_magazines01/render_high/texture/look_surfacing_books_magazines01_render_high_texture/books_magazines01_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/workbench01/workbench_shelf03/books_magazines01_0003/proto_magazineCover05_M_geo_id2 Shader: /__Prototype_327/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/proc_dev_circuit_diode02/render_high/texture/look_surfacing_proc_dev_circuit_diode02_render_high_texture/proc_dev_circuit_diode02_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf01/proc_dev_circuit_diode02_0008/proto_diode01_M_geo_id0 Shader: /__Prototype_125/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/proc_dev_circuit_diode02/render_high/texture/look_surfacing_proc_dev_circuit_diode02_render_high_texture/proc_dev_circuit_diode02_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf01/proc_dev_circuit_diode02_0008/proto_diode01_M_geo_id0 Shader: /__Prototype_125/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/furniture_lbracket01/render_high/texture/look_surfacing_furniture_lbracket01_render_high_texture/furniture_lbracket01_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf01/furniture_lbracket01_0001/proto_bracing01_M_geo_id1 Shader: /__Prototype_208/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/furniture_lbracket01/render_high/texture/look_surfacing_furniture_lbracket01_render_high_texture/furniture_lbracket01_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf01/furniture_lbracket01_0001/proto_bracing01_M_geo_id1 Shader: /__Prototype_208/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
